Unnamed: 0_x,hotel_id,hotel_name_x,url,Comodidades,Limpeza,Conforto,Custo-benefício,Localização,Total,WiFi gratuito,number_of_ratings,Unnamed: 0_y,room_id,hotel_name_y,city_name,accommodation_type,room_name,room_surface_in_m2,room_facilities
97,10790322,Dna Smart Style - DNA,https://www.booking.com/hotel/br/dna-smart-style-dna.html,10.0,10.0,10.0,10.0,10.0,10.0,,1,159,1079032202,Dna Smart Style - DNA,Goiânia,apartment,Estúdio,35.0,"['Toalhas', 'Cesto de lixo', 'Cozinha', 'Chuveiro', 'Geladeira', 'Acessível por elevador', 'Produtos de higiene pessoal gratuitos', 'Independente', 'Produtos de limpeza', 'Banheiro privativo', 'Ferro de passar roupa', 'Travesseiro comum', 'Fogão', 'Garrafa de água', 'Papel higiênico', 'Máquina de café', 'Sofá', 'Vaso sanitário', 'Varal para secar roupas', 'Tomada perto da cama', 'Shampoo', 'Arara para roupas', 'Forno', 'Secador de cabelo', 'Roupa de cama', 'Área de estar', 'Micro-ondas', 'Utensílios de cozinha', 'Internet', 'Ar-condicionado', 'TV', 'Guarda-roupa ou armário']"
97,10790322,Dna Smart Style - DNA,https://www.booking.com/hotel/br/dna-smart-style-dna.html,10.0,10.0,10.0,10.0,10.0,10.0,,1,160,1079032203,Dna Smart Style - DNA,Goiânia,apartment,Apartamento,42.0,"['Arara para roupas', 'Roupa de cama', 'Toalhas', 'Secador de cabelo', 'Garrafa de água', 'Produtos de limpeza', 'Micro-ondas', 'Fogão', 'Ar-condicionado', 'Sofá', 'Área de estar', 'Guarda-roupa ou armário', 'Produtos de higiene pessoal gratuitos', 'Papel higiênico', 'Ferro de passar roupa', 'Máquina de café', 'Torradeira', 'Internet', 'Cozinha', 'Geladeira', 'Shampoo', 'Banheiro privativo', 'Utensílios de cozinha', 'Cesto de lixo', 'TV']"
100,10779085,Maravilhoso e elegante studio para casal PGO412,https://www.booking.com/hotel/br/maravilhoso-e-elegante-studio-para-casal-pgo412.html,10.0,10.0,10.0,10.0,10.0,10.0,,1,165,1077908502,Maravilhoso e elegante studio para casal PGO412,Poços de Caldas,apartment,Apartamento,30.0,"['Chuveiro', 'TV', 'Toalhas', 'Micro-ondas', 'Vista', 'Utensílios de cozinha', 'Vaso sanitário', 'Guarda-roupa ou armário', 'Extintor de incêndio', 'Cesto de lixo', 'Banheiro privativo', 'Roupa de cama', 'Área para refeições', 'Taças de vinho', 'Fogão', 'Ar-condicionado', 'Sofá-cama', 'Acessível por elevador', 'Cozinha compacta', 'Área de estar', 'Roteador wireless', 'Geladeira', 'Mesa de jantar']"
103,10778804,Apto em frente ao Shopping Flamboyant ESP2906,https://www.booking.com/hotel/br/apto-em-frente-ao-shopping-flamboyant-esp2906.html,7.5,7.5,10.0,7.5,10.0,10.0,,1,169,1077880402,Apto em frente ao Shopping Flamboyant ESP2906,Goiânia,apartment,Apartamento,39.0,"['Toalhas', 'Sofá', 'Roupa de cama', 'Guarda-roupa ou armário', 'Internet', 'Cozinha', 'Vaso sanitário', 'TV', 'Papel higiênico', 'Secador de cabelo', 'Ferro de passar roupa', 'Máquina de café', 'Micro-ondas', 'Mesa de trabalho', 'Garrafa de água', 'Ar-condicionado', 'Arara para roupas', 'Independente', 'Cesto de lixo', 'Chuveiro', 'Travesseiro comum', 'Tomada perto da cama', 'Fogão', 'Área de estar', 'Banheiro privativo', 'Produtos de limpeza', 'Varanda', 'Utensílios de cozinha', 'Torradeira', 'Geladeira']"
106,10778084,Studios Modernos no Setor Bueno WBU,https://www.booking.com/hotel/br/flat-no-ed-walk-bueno-wbu2405.html,6.2,5.0,5.0,5.0,6.2,5.5,,2,173,1077808402,Studios Modernos no Setor Bueno WBU,Goiânia,apartment,Estúdio,41.0,"['Cozinha', 'Flat particular em prédio', 'Travesseiro comum', 'Ar-condicionado', 'Mesa de jantar', 'Chuveiro', 'Toalhas', 'Cesto de lixo', 'Geladeira', 'Detector de fumaça', 'Roupa de cama', 'Fontes de monóxido de carbono', 'Secador de cabelo', 'Tomada perto da cama', 'Taças de vinho', 'Extintor de incêndio', 'Chaleira/cafeteira', 'Chave de acesso', 'Área de estar', 'Detector de monóxido de carbono', 'Banheiro privativo', 'Micro-ondas', 'Acessível por elevador', 'Forno', 'Ferro de passar roupa', 'Internet', 'Utensílios de cozinha', 'Guarda-roupa ou armário', 'Arara para roupas', 'Área para refeições', 'Produtos de higiene pessoal gratuitos', 'Sofá', 'Papel higiênico', 'Varanda', 'Vaso sanitário', 'TV', 'Fogão']"
106,10778084,Studios Modernos no Setor Bueno WBU,https://www.booking.com/hotel/br/flat-no-ed-walk-bueno-wbu2405.html,6.2,5.0,5.0,5.0,6.2,5.5,,2,174,1077808403,Studios Modernos no Setor Bueno WBU,Goiânia,apartment,Estúdio,39.0,"['Garrafa de água', 'Fogão', 'Máquina de café', 'Ar-condicionado', 'Fontes de monóxido de carbono', 'Internet', 'Detector de monóxido de carbono', 'Arara para roupas', 'Toalhas', 'Roupa de cama', 'Varanda', 'Sofá', 'Ferro de passar roupa', 'Detector de fumaça', 'Cesto de lixo', 'TV', 'Micro-ondas', 'Extintor de incêndio', 'Secador de cabelo', 'Geladeira', 'Papel higiênico', 'Guarda-roupa ou armário', 'Área de estar', 'Cozinha', 'Banheiro privativo']"
106,10778084,Studios Modernos no Setor Bueno WBU,https://www.booking.com/hotel/br/flat-no-ed-walk-bueno-wbu2405.html,6.2,5.0,5.0,5.0,6.2,5.5,,2,175,1077808404,Studios Modernos no Setor Bueno WBU,Goiânia,apartment,Apartamento,42.0,"['Micro-ondas', 'Secador de cabelo', 'Fogão', 'Sofá-cama', 'Geladeira', 'Sofá', 'Toalhas', 'Utensílios de cozinha', 'Garrafa de água', 'Torradeira', 'Guarda-roupa ou armário', 'Máquina de café', 'Ar-condicionado', 'Roupa de cama', 'Shampoo', 'Cesto de lixo', 'Arara para roupas', 'Ferro de passar roupa', 'Banheiro privativo', 'Mesa de trabalho', 'TV', 'Papel higiênico', 'Extintor de incêndio', 'Produtos de limpeza', 'Varanda', 'Produtos de higiene pessoal gratuitos', 'Cozinha', 'Área de estar', 'Internet']"
106,10778084,Studios Modernos no Setor Bueno WBU,https://www.booking.com/hotel/br/flat-no-ed-walk-bueno-wbu2405.html,6.2,5.0,5.0,5.0,6.2,5.5,,2,176,1077808405,Studios Modernos no Setor Bueno WBU,Goiânia,apartment,Apartamento,42.0,"['Fogão', 'Cozinha', 'Mesa de trabalho', 'Sofá', 'Secador de cabelo', 'Internet', 'Micro-ondas', 'Produtos de higiene pessoal gratuitos', 'Máquina de café', 'Ferro de passar roupa', 'Garrafa de água', 'Banheiro privativo', 'Sofá-cama', 'Torradeira', 'Utensílios de cozinha', 'Roupa de cama', 'Produtos de limpeza', 'Cesto de lixo', 'TV', 'Shampoo', 'Guarda-roupa ou armário', 'Arara para roupas', 'Área de estar', 'Ar-condicionado', 'Varanda', 'Toalhas', 'Papel higiênico', 'Geladeira']"
106,10778084,Studios Modernos no Setor Bueno WBU,https://www.booking.com/hotel/br/flat-no-ed-walk-bueno-wbu2405.html,6.2,5.0,5.0,5.0,6.2,5.5,,2,177,1077808406,Studios Modernos no Setor Bueno WBU,Goiânia,apartment,Apartamento Standard,40.0,"['Cesto de lixo', 'Micro-ondas', 'Produtos de higiene pessoal gratuitos', 'Área para refeições', 'Guarda-roupa ou armário', 'Sofá', 'Toalhas', 'Banheiro privativo', 'Internet', 'Ferro de passar roupa', 'Geladeira', 'Cozinha', 'TV', 'Varanda', 'Arara para roupas', 'Utensílios de cozinha', 'Máquina de lavar roupas', 'Ar-condicionado', 'Fogão', 'Torradeira', 'Varal para secar roupas', 'Produtos de limpeza', 'Roupa de cama', 'Secador de cabelo', 'Chuveiro', 'Papel higiênico', 'Shampoo', 'Garrafa de água']"
108,10774832,Edifício Metropolitan Barcelona - Jardim Goias - MBC,https://www.booking.com/hotel/br/edificio-metropolitan-barcelona-jardim-goias-mbc.html,10.0,10.0,10.0,10.0,10.0,8.0,,1,182,1077483202,Edifício Metropolitan Barcelona - Jardim Goias - MBC,Goiânia,apartment,Apartamento,45.0,"['TV', 'Geladeira', 'Cesto de lixo', 'Banheiro privativo', 'Utensílios de cozinha', 'Torradeira', 'Cozinha', 'Internet', 'Guarda-roupa ou armário', 'Ferro de passar roupa', 'Papel higiênico', 'Chuveiro', 'Mesa de trabalho', 'Ar-condicionado', 'Fogão', 'Área de estar', 'Varanda', 'Sofá', 'Produtos de limpeza', 'Micro-ondas', 'Secador de cabelo', 'Toalhas', 'Garrafa de água', 'Arara para roupas', 'Vaso sanitário', 'Roupa de cama']"
108,10774832,Edifício Metropolitan Barcelona - Jardim Goias - MBC,https://www.booking.com/hotel/br/edificio-metropolitan-barcelona-jardim-goias-mbc.html,10.0,10.0,10.0,10.0,10.0,8.0,,1,183,1077483203,Edifício Metropolitan Barcelona - Jardim Goias - MBC,Goiânia,apartment,Apartamento,45.0,"['Secador de cabelo', 'Fogão', 'Vaso sanitário', 'Geladeira', 'Guarda-roupa ou armário', 'Chuveiro', 'Garrafa de água', 'Internet', 'Roupa de cama', 'Produtos de limpeza', 'Toalhas', 'Arara para roupas', 'Micro-ondas', 'TV', 'Banheiro privativo', 'Utensílios de cozinha', 'Mesa de trabalho', 'Ar-condicionado', 'Papel higiênico', 'Área de estar', 'Torradeira', 'Ferro de passar roupa', 'Cesto de lixo', 'Sofá', 'Varanda', 'Cozinha']"
108,10774832,Edifício Metropolitan Barcelona - Jardim Goias - MBC,https://www.booking.com/hotel/br/edificio-metropolitan-barcelona-jardim-goias-mbc.html,10.0,10.0,10.0,10.0,10.0,8.0,,1,184,1077483204,Edifício Metropolitan Barcelona - Jardim Goias - MBC,Goiânia,apartment,Apartamento,40.0,"['Varanda', 'Varal para secar roupas', 'Ferro de passar roupa', 'Produtos de limpeza', 'Fogão', 'Guarda-roupa ou armário', 'Torradeira', 'Shampoo', 'TV', 'Arara para roupas', 'Roupa de cama', 'Máquina de lavar roupas', 'Detector de fumaça', 'Cesto de lixo', 'Utensílios de cozinha', 'Papel higiênico', 'Cozinha', 'Produtos de higiene pessoal gratuitos', 'Sofá', 'Banheiro privativo', 'Máquina de café', 'Geladeira', 'Ar-condicionado', 'Micro-ondas', 'Toalhas', 'Secador de cabelo', 'Vaso sanitário', 'Internet', 'Chuveiro', 'Garrafa de água']"
108,10774832,Edifício Metropolitan Barcelona - Jardim Goias - MBC,https://www.booking.com/hotel/br/edificio-metropolitan-barcelona-jardim-goias-mbc.html,10.0,10.0,10.0,10.0,10.0,8.0,,1,185,1077483205,Edifício Metropolitan Barcelona - Jardim Goias - MBC,Goiânia,apartment,Apartamento,40.0,"['Área para refeições', 'Chuveiro', 'Micro-ondas', 'Guarda-roupa ou armário', 'Papel higiênico', 'Cozinha', 'TV', 'Geladeira', 'Forno', 'Cesto de lixo', 'Internet', 'Ar-condicionado', 'Varal para secar roupas', 'Máquina de lavar roupas', 'Fogão', 'Utensílios de cozinha', 'Varanda', 'Sofá', 'Secador de cabelo', 'Torradeira', 'Toalhas', 'Banheiro privativo', 'Ferro de passar roupa', 'Arara para roupas', 'Vaso sanitário', 'Roupa de cama']"
108,10774832,Edifício Metropolitan Barcelona - Jardim Goias - MBC,https://www.booking.com/hotel/br/edificio-metropolitan-barcelona-jardim-goias-mbc.html,10.0,10.0,10.0,10.0,10.0,8.0,,1,186,1077483206,Edifício Metropolitan Barcelona - Jardim Goias - MBC,Goiânia,apartment,Apartamento,45.0,"['Varanda', 'Roupa de cama', 'Produtos de higiene pessoal gratuitos', 'Garrafa de água', 'Micro-ondas', 'Máquina de lavar roupas', 'Sofá', 'Internet', 'Vaso sanitário', 'Ferro de passar roupa', 'Papel higiênico', 'Produtos de limpeza', 'Área de estar', 'Shampoo', 'Cesto de lixo', 'Máquina de café', 'Cozinha', 'Arara para roupas', 'TV', 'Guarda-roupa ou armário', 'Banheiro privativo', 'Torradeira', 'Ar-condicionado', 'Toalhas', 'Área para refeições', 'Mesa de trabalho', 'Fogão', 'Geladeira', 'Chuveiro', 'Secador de cabelo', 'Utensílios de cozinha']"
108,10774832,Edifício Metropolitan Barcelona - Jardim Goias - MBC,https://www.booking.com/hotel/br/edificio-metropolitan-barcelona-jardim-goias-mbc.html,10.0,10.0,10.0,10.0,10.0,8.0,,1,187,1077483207,Edifício Metropolitan Barcelona - Jardim Goias - MBC,Goiânia,apartment,Apartamento,39.0,"['Varal para secar roupas', 'Internet', 'Ferro de passar roupa', 'Arara para roupas', 'Área de estar', 'Garrafa de água', 'Área para refeições', 'Sofá', 'Papel higiênico', 'Utensílios de cozinha', 'Varanda', 'Chuveiro', 'Ar-condicionado', 'Secador de cabelo', 'Roupa de cama', 'Fogão', 'Banheiro privativo', 'TV', 'Produtos de limpeza', 'Cesto de lixo', 'Torradeira', 'Cozinha', 'Geladeira', 'Guarda-roupa ou armário', 'Toalhas', 'Shampoo', 'Produtos de higiene pessoal gratuitos', 'Micro-ondas', 'Vaso sanitário', 'Máquina de café']"
108,10774832,Edifício Metropolitan Barcelona - Jardim Goias - MBC,https://www.booking.com/hotel/br/edificio-metropolitan-barcelona-jardim-goias-mbc.html,10.0,10.0,10.0,10.0,10.0,8.0,,1,188,1077483208,Edifício Metropolitan Barcelona - Jardim Goias - MBC,Goiânia,apartment,Apartamento Superior,45.0,"['Geladeira', 'Vaso sanitário', 'Sofá', 'Internet', 'Papel higiênico', 'TV', 'Guarda-roupa ou armário', 'Micro-ondas', 'Mesa de trabalho', 'Toalhas', 'Roupa de cama', 'Fogão', 'Cozinha', 'Chuveiro', 'Ar-condicionado', 'Produtos de higiene pessoal gratuitos', 'Ferro de passar roupa', 'Banheiro privativo', 'Cesto de lixo', 'Garrafa de água', 'Produtos de limpeza', 'Torradeira', 'Área de estar', 'Arara para roupas', 'Shampoo', 'Secador de cabelo', 'Máquina de lavar roupas']"
108,10774832,Edifício Metropolitan Barcelona - Jardim Goias - MBC,https://www.booking.com/hotel/br/edificio-metropolitan-barcelona-jardim-goias-mbc.html,10.0,10.0,10.0,10.0,10.0,8.0,,1,189,1077483209,Edifício Metropolitan Barcelona - Jardim Goias - MBC,Goiânia,apartment,Apartamento Estúdio,45.0,"['Toalhas', 'Secador de cabelo', 'Mesa de trabalho', 'Shampoo', 'Micro-ondas', 'Área de estar', 'Geladeira', 'TV', 'Fogão', 'Papel higiênico', 'Guarda-roupa ou armário', 'Banheiro privativo', 'Máquina de lavar roupas', 'Sofá', 'Ar-condicionado', 'Ferro de passar roupa', 'Chuveiro', 'Arara para roupas', 'Cesto de lixo', 'Internet', 'Torradeira', 'Garrafa de água', 'Vaso sanitário', 'Roupa de cama', 'Produtos de higiene pessoal gratuitos', 'Cozinha', 'Produtos de limpeza']"
108,10774832,Edifício Metropolitan Barcelona - Jardim Goias - MBC,https://www.booking.com/hotel/br/edificio-metropolitan-barcelona-jardim-goias-mbc.html,10.0,10.0,10.0,10.0,10.0,8.0,,1,190,1077483210,Edifício Metropolitan Barcelona - Jardim Goias - MBC,Goiânia,apartment,Apartamento de 1 Quarto,39.0,"['TV', 'Chuveiro', 'Varanda', 'Papel higiênico', 'Máquina de lavar roupas', 'Produtos de higiene pessoal gratuitos', 'Toalete compartilhado', 'Banheiro privativo', 'Produtos de limpeza', 'Vaso sanitário', 'Ar-condicionado', 'Geladeira', 'Micro-ondas', 'Secador de cabelo', 'Guarda-roupa ou armário', 'Internet', 'Área de estar', 'Cozinha', 'Sofá', 'Garrafa de água', 'Área para refeições', 'Secadora de roupas', 'Fogão', 'Utensílios de cozinha', 'Torradeira', 'Arara para roupas', 'Toalhas', 'Roupa de cama', 'Shampoo', 'Cesto de lixo', 'Ferro de passar roupa']"
110,10774036,Studios aconchegantes no Setor Marista BLS,https://www.booking.com/hotel/br/studios-aconchegantes-no-setor-marista-bls.html,8.8,8.8,8.8,5.0,10.0,7.5,,2,192,1077403602,Studios aconchegantes no Setor Marista BLS,Goiânia,apartment,Apartamento,28.0,"['Roupa de cama', 'Guarda-roupa ou armário', 'Ferro de passar roupa', 'Cesto de lixo', 'Micro-ondas', 'Fogão', 'Cozinha', 'Secador de cabelo', 'Toalhas', 'Produtos de limpeza', 'Máquina de café', 'Garrafa de água', 'Arara para roupas', 'TV', 'Papel higiênico', 'Área de estar', 'Utensílios de cozinha', 'Banheiro privativo', 'Geladeira', 'Internet', 'Shampoo', 'Torradeira']"
110,10774036,Studios aconchegantes no Setor Marista BLS,https://www.booking.com/hotel/br/studios-aconchegantes-no-setor-marista-bls.html,8.8,8.8,8.8,5.0,10.0,7.5,,2,193,1077403603,Studios aconchegantes no Setor Marista BLS,Goiânia,apartment,Apartamento,28.0,"['Ferro de passar roupa', 'TV', 'Shampoo', 'Micro-ondas', 'Guarda-roupa ou armário', 'Cozinha', 'Banheiro privativo', 'Produtos de higiene pessoal gratuitos', 'Fogão', 'Internet', 'Roupa de cama', 'Cesto de lixo', 'Toalhas', 'Papel higiênico', 'Ar-condicionado', 'Utensílios de cozinha', 'Produtos de limpeza', 'Garrafa de água', 'Secador de cabelo', 'Máquina de café', 'Arara para roupas', 'Geladeira', 'Torradeira']"
110,10774036,Studios aconchegantes no Setor Marista BLS,https://www.booking.com/hotel/br/studios-aconchegantes-no-setor-marista-bls.html,8.8,8.8,8.8,5.0,10.0,7.5,,2,194,1077403604,Studios aconchegantes no Setor Marista BLS,Goiânia,apartment,Estúdio,28.0,"['Internet', 'Geladeira', 'Máquina de café', 'Papel higiênico', 'Micro-ondas', 'Garrafa de água', 'Fogão', 'Arara para roupas', 'Shampoo', 'Banheiro privativo', 'TV', 'Roupa de cama', 'Área de estar', 'Produtos de limpeza', 'Secador de cabelo', 'Toalhas', 'Torradeira', 'Ferro de passar roupa', 'Cesto de lixo', 'Ar-condicionado', 'Utensílios de cozinha', 'Guarda-roupa ou armário', 'Cozinha']"
110,10774036,Studios aconchegantes no Setor Marista BLS,https://www.booking.com/hotel/br/studios-aconchegantes-no-setor-marista-bls.html,8.8,8.8,8.8,5.0,10.0,7.5,,2,195,1077403605,Studios aconchegantes no Setor Marista BLS,Goiânia,apartment,Estúdio,28.0,"['Secador de cabelo', 'Guarda-roupa ou armário', 'Banheiro privativo', 'Fogão', 'Máquina de café', 'Sofá', 'Shampoo', 'Geladeira', 'Toalhas', 'Garrafa de água', 'Micro-ondas', 'Internet', 'Papel higiênico', 'Roupa de cama', 'Torradeira', 'Área de estar', 'Arara para roupas', 'Cozinha', 'Utensílios de cozinha', 'Produtos de limpeza', 'Ar-condicionado', 'TV', 'Cesto de lixo', 'Ferro de passar roupa']"
110,10774036,Studios aconchegantes no Setor Marista BLS,https://www.booking.com/hotel/br/studios-aconchegantes-no-setor-marista-bls.html,8.8,8.8,8.8,5.0,10.0,7.5,,2,196,1077403606,Studios aconchegantes no Setor Marista BLS,Goiânia,apartment,Apartamento,28.0,"['Papel higiênico', 'Produtos de higiene pessoal gratuitos', 'Ar-condicionado', 'Fogão', 'Cozinha', 'Micro-ondas', 'Torradeira', 'Toalhas', 'Roupa de cama', 'Cesto de lixo', 'Garrafa de água', 'Máquina de café', 'Internet', 'Utensílios de cozinha', 'TV', 'Produtos de limpeza', 'Secador de cabelo', 'Guarda-roupa ou armário', 'Arara para roupas', 'Geladeira', 'Banheiro privativo', 'Ferro de passar roupa']"
